word,format,ipa,arpa,arteme,ratio
raaaaaaaa,ipa,ɹoʊoʊoʊ,R OW OW OW,ɹəəəəəə,0.444
raaaaaaaaaaaaaaaaaaaaaaaaaaaa,arpa,ɹoʊoʊoʊoʊoʊoʊoʊoʊoʊoʊoʊoʊoʊ,R OW OW OW OW OW OW OW OW OW OW OW OW OW,ɹəəəəəəəəəəəəəəəəəəəəəəəəəə,0.483
raaaaaaaaaaaaaaaaaaaaaaaaaaaa,ipa,ɹoʊoʊoʊoʊoʊoʊoʊoʊoʊoʊoʊoʊoʊ,R OW OW OW OW OW OW OW OW OW OW OW OW OW,ɹəəəəəəəəəəəəəəəəəəəəəəəəəə,0.483
raugh,arpa,ɹɔ,R AO,ɹə,0.400
raugh,arteme,ɹɔ,R AO,ɹə,0.400
raugh,ipa,ɹɔ,R AO,ɹə,0.400
raughing,arpa,ɹɔɪŋ,R OY NG,ɹəən,0.375
raughing,ipa,ɹɔɪŋ,R OY NG,ɹəən,0.375
raughit,arpa,ɹɔɪt,R OY T,ɹəət,0.429
raughit,ipa,ɹɔɪt,R OY T,ɹəət,0.429
reade's,arteme,ɹidz,R IY D Z,ɹəs,0.429
reade's,ipa,ɹidz,R IY D Z,ɹəs,0.429
reaux,arpa,ɹoʊ,R OW,ɹəə,0.400
reaux,ipa,ɹoʊ,R OW,ɹəə,0.400
reische,arpa,ɹiʃ,R IY SH,ɹəʃ,0.429
reische,arteme,ɹiʃ,R IY SH,ɹəʃ,0.429
reische,ipa,ɹiʃ,R IY SH,ɹəʃ,0.429
reusche,arpa,ɹiʃ,R IY SH,ɹəʃ,0.429
reusche,arteme,ɹiʃ,R IY SH,ɹəʃ,0.429
reusche,ipa,ɹiʃ,R IY SH,ɹəʃ,0.429
reweighed,arpa,ɹuaɪt,R UW AY T,ɹəəət,0.444
reweighed,ipa,ɹuaɪt,R UW AY T,ɹəəət,0.444
rewrought,arpa,ɹɚɔt,R AO T,ɹəɹət,0.333
rewrought,ipa,ɹɚɔt,R AO T,ɹəɹət,0.444
rhe,arpa,ɹ,R,ɹ,0.333
rhe,arteme,ɹ,R,ɹ,0.333
rhe,ipa,ɹ,R,ɹ,0.333
rhett's,arteme,ɹɛts,R EH T S,ɹəs,0.429
rhett's,ipa,ɹɛts,R EH T S,ɹəs,0.429
rhioi,arpa,ɹi,R IY,ɹə,0.400
rhioi,arteme,ɹi,R IY,ɹə,0.400
rhioi,ipa,ɹi,R IY,ɹə,0.400
rhoades,ipa,ɹoʊdz,R OW D Z,ɹəəs,0.429
right's,ipa,ɹaɪts,R AY T S,ɹəəs,0.429
rouault,arpa,ɹaʊoʊ,R AW OW,ɹəəəə,0.429
rouault,ipa,ɹaʊoʊ,R AW OW,ɹəəəə,0.429
roughborough,arpa,ɹubɝoʊ,R UW B ER OW,ɹəpəɹəə,0.417
roughborough,ipa,ɹubɝoʊ,R UW B ER OW,ɹəpəɹəə,0.417
rouille,arpa,ɹui,R UW IY,ɹəə,0.429
rouille,arteme,ɹui,R UW IY,ɹəə,0.429
rouille,ipa,ɹui,R UW IY,ɹəə,0.429
s'she,arpa,sʃ,S SH,sʃ,0.400
s'she,arteme,sʃ,S SH,sʃ,0.400
s'she,ipa,sʃ,S SH,sʃ,0.400
saaaa,arpa,soʊ,S OW,səə,0.400
saaaa,ipa,soʊ,S OW,səə,0.400
sarratt's,ipa,sɝæts,S ER AE T S,səɹəs,0.444
saugh,arpa,sɔ,S AO,sə,0.400
saugh,arteme,sɔ,S AO,sə,0.400
saugh,ipa,sɔ,S AO,sə,0.400
saughin,arpa,sɔɪn,S OY N,səən,0.429
saughin,ipa,sɔɪn,S OY N,səən,0.429
sayye,arpa,saɪ,S AY,səə,0.400
sayye,ipa,saɪ,S AY,səə,0.400
sch,arpa,ʃ,SH,ʃ,0.333
sch,arteme,ʃ,SH,ʃ,0.333
sch,ipa,ʃ,SH,ʃ,0.333
schaack,arpa,ʃɑk,SH AA K,ʃək,0.429
schaack,arteme,ʃɑk,SH AA K,ʃək,0.429
schaack,ipa,ʃɑk,SH AA K,ʃək,0.429
schae,arpa,ʃə,SH,ʃə,0.200
schae,arteme,ʃə,SH,ʃə,0.400
schae,ipa,ʃə,SH,ʃə,0.400
schaeck,arpa,ʃɑk,SH AA K,ʃək,0.429
schaeck,arteme,ʃɑk,SH AA K,ʃək,0.429
schaeck,ipa,ʃɑk,SH AA K,ʃək,0.429
schaeer,arpa,ʃeɪɚ,SH EY,ʃəəəɹ,0.286
schaeer,ipa,ʃeɪɚ,SH EY,ʃəəəɹ,0.429
schah,arpa,ʃɑ,SH AA,ʃə,0.400
schah,arteme,ʃɑ,SH AA,ʃə,0.400
schah,ipa,ʃɑ,SH AA,ʃə,0.400
schaick,arpa,ʃaɪk,SH AY K,ʃəək,0.429
schaick,ipa,ʃaɪk,SH AY K,ʃəək,0.429
schaife,arpa,ʃeɪf,SH EY F,ʃəəf,0.429
schaife,ipa,ʃeɪf,SH EY F,ʃəəf,0.429
schaiffer,arpa,ʃeɪfɚ,SH EY F,ʃəəfəɹ,0.333
schaiffer,ipa,ʃeɪfɚ,SH EY F,ʃəəfəɹ,0.444
schaig,arpa,ʃeɪ,SH EY,ʃəə,0.333
schaig,ipa,ʃeɪ,SH EY,ʃəə,0.333
schates,ipa,ʃeɪts,SH EY T S,ʃəəs,0.429
schau,arpa,ʃoʊ,SH OW,ʃəə,0.400
schau,ipa,ʃoʊ,SH OW,ʃəə,0.400
schauer,arpa,ʃaʊɚ,SH AW,ʃəəəɹ,0.286
schauer,ipa,ʃaʊɚ,SH AW,ʃəəəɹ,0.429
schauffer,arpa,ʃɔfɚ,SH AO F,ʃəfəɹ,0.333
schauffer,ipa,ʃɔfɚ,SH AO F,ʃəfəɹ,0.444
schaufour,arpa,ʃɔfɚ,SH AO F,ʃəfəɹ,0.333
schaufour,ipa,ʃɔfɚ,SH AO F,ʃəfəɹ,0.444
schaunard's,ipa,ʃaʊnɝdz,SH AW N ER D Z,ʃəənəɹs,0.455
schausser,arpa,ʃəsɚ,SH S,ʃəsəɹ,0.222
schausser,ipa,ʃəsɚ,SH S,ʃəsəɹ,0.444
schaw,arpa,ʃɔ,SH AO,ʃə,0.400
schaw,arteme,ʃɔ,SH AO,ʃə,0.400
schaw,ipa,ʃɔ,SH AO,ʃə,0.400
sche,arpa,ʃ,SH,ʃ,0.250
sche,arteme,ʃ,SH,ʃ,0.250
sche,ipa,ʃ,SH,ʃ,0.250
schee,arpa,ʃi,SH IY,ʃə,0.400
schee,arteme,ʃi,SH IY,ʃə,0.400
schee,ipa,ʃi,SH IY,ʃə,0.400
scheele,arpa,ʃil,SH IY L,ʃəl,0.429
scheele,arteme,ʃil,SH IY L,ʃəl,0.429
scheele,ipa,ʃil,SH IY L,ʃəl,0.429
scheich,arpa,ʃaɪk,SH AY K,ʃəək,0.429
scheich,ipa,ʃaɪk,SH AY K,ʃəək,0.429
scheide,arpa,ʃaɪd,SH AY D,ʃəət,0.429
scheide,ipa,ʃaɪd,SH AY D,ʃəət,0.429
scheidt,arpa,ʃaɪt,SH AY T,ʃəət,0.429
scheidt,ipa,ʃaɪt,SH AY T,ʃəət,0.429
scheih,arpa,ʃaɪ,SH AY,ʃəə,0.333
scheih,ipa,ʃaɪ,SH AY,ʃəə,0.333
scheine,arpa,ʃin,SH IY N,ʃən,0.429
scheine,arteme,ʃin,SH IY N,ʃən,0.429
scheine,ipa,ʃin,SH IY N,ʃən,0.429
scheitser,arpa,ʃaɪtsɚ,SH AY T S,ʃəəsəɹ,0.444
scheitser,ipa,ʃaɪtsɚ,SH AY T S,ʃəəsəɹ,0.444
scheitz,arteme,ʃits,SH IY T S,ʃəs,0.429
scheitz,ipa,ʃits,SH IY T S,ʃəs,0.429
schelle,arpa,ʃɛl,SH EH L,ʃəl,0.429
schelle,arteme,ʃɛl,SH EH L,ʃəl,0.429
schelle,ipa,ʃɛl,SH EH L,ʃəl,0.429
scher,arpa,ʃɚ,SH,ʃəɹ,0.200
scher,ipa,ʃɚ,SH,ʃəɹ,0.400
schertz,ipa,ʃɝts,SH ER T S,ʃəɹs,0.429
scheung,arpa,ʃuŋ,SH UW NG,ʃən,0.429
scheung,arteme,ʃuŋ,SH UW NG,ʃən,0.429
scheung,ipa,ʃuŋ,SH UW NG,ʃən,0.429
scheurer,arpa,ʃɝɝ,SH ER ER,ʃəɹəɹ,0.375
scheurer,ipa,ʃɝɝ,SH ER ER,ʃəɹəɹ,0.375
scheyer,arpa,ʃaɪɚ,SH AY,ʃəəəɹ,0.286
scheyer,ipa,ʃaɪɚ,SH AY,ʃəəəɹ,0.429
schieff,arpa,ʃɪf,SH IH F,ʃəf,0.429
schieff,arteme,ʃɪf,SH IH F,ʃəf,0.429
schieff,ipa,ʃɪf,SH IH F,ʃəf,0.429
schieffer,arpa,ʃifɚ,SH IY F,ʃəfəɹ,0.333
schieffer,ipa,ʃifɚ,SH IY F,ʃəfəɹ,0.444
schipperleigh,arpa,ʃɪpɚlaɪ,SH IH P L AY,ʃəpəɹləə,0.385
schipperleigh,ipa,ʃɪpɚlaɪ,SH IH P L AY,ʃəpəɹləə,0.462
schir,arpa,ʃɚ,SH,ʃəɹ,0.200
schir,ipa,ʃɚ,SH,ʃəɹ,0.400
schirr,arpa,ʃɝ,SH ER,ʃəɹ,0.333
schirr,ipa,ʃɝ,SH ER,ʃəɹ,0.333
schleigh,arpa,ʃlaɪ,SH L AY,ʃləə,0.375
schleigh,ipa,ʃlaɪ,SH L AY,ʃləə,0.375
schmeie,arpa,ʃmaɪ,SH M AY,ʃnəə,0.429
schmeie,ipa,ʃmaɪ,SH M AY,ʃnəə,0.429
schmidt's,arteme,ʃmɪts,SH M IH T S,ʃnəs,0.444
schmidt's,ipa,ʃmɪts,SH M IH T S,ʃnəs,0.444
schmurr,arpa,ʃmɚ,SH M,ʃnəɹ,0.286
schmurr,ipa,ʃmɚ,SH M,ʃnəɹ,0.429
schnerr,arpa,ʃnɚ,SH N,ʃnəɹ,0.286
schnerr,ipa,ʃnɚ,SH N,ʃnəɹ,0.429
schoeffer,arpa,ʃoʊfɝ,SH OW F ER,ʃəəfəɹ,0.444
schoeffer,ipa,ʃoʊfɝ,SH OW F ER,ʃəəfəɹ,0.444
schoepf,arpa,ʃoʊp,SH OW P,ʃəəp,0.429
schoepf,ipa,ʃoʊp,SH OW P,ʃəəp,0.429
schoherie,arpa,ʃoʊɚi,SH OW IY,ʃəəəɹə,0.333
schoherie,ipa,ʃoʊɚi,SH OW IY,ʃəəəɹə,0.444
schoherry,arpa,ʃoʊɚi,SH OW IY,ʃəəəɹə,0.333
schoherry,ipa,ʃoʊɚi,SH OW IY,ʃəəəɹə,0.444
schoo,arpa,ʃu,SH UW,ʃə,0.400
schoo,arteme,ʃu,SH UW,ʃə,0.400
schoo,ipa,ʃu,SH UW,ʃə,0.400
schottische,arpa,ʃɒtiʃ,SH T IY SH,,0.364
schottische,arpa,ʃɑdɪʃ,SH AA D IH SH,ʃətəʃ,0.455
schottische,arpa,ʃɑtɪʃ,SH AA T IH SH,,0.455
schottische,arteme,ʃɑdɪʃ,SH AA D IH SH,ʃətəʃ,0.455
schottische,ipa,ʃɑdɪʃ,SH AA D IH SH,ʃətəʃ,0.455
schottische,ipa,ʃɑtɪʃ,SH AA T IH SH,,0.455
schottische,ipa,ʃɒtiʃ,SH T IY SH,,0.455
schottische,ipa,ʃətiʃ,,,0.455
schouff,arpa,ʃaʊf,SH AW F,ʃəəf,0.429
schouff,ipa,ʃaʊf,SH AW F,ʃəəf,0.429
schretsch,arpa,ʃɹɛtʃ,SH R EH CH,ʃɹəʃ,0.444
schretsch,arteme,ʃɹɛtʃ,SH R EH CH,ʃɹəʃ,0.444
schretsch,ipa,ʃɹɛtʃ,SH R EH CH,ʃɹəʃ,0.444
schuettea,arpa,ʃuti,SH UW T IY,ʃətə,0.444
schuettea,arteme,ʃuti,SH UW T IY,ʃətə,0.444
schuettea,ipa,ʃuti,SH UW T IY,ʃətə,0.444
schuetz,arteme,ʃuts,SH UW T S,ʃəs,0.429
schuetz,ipa,ʃuts,SH UW T S,ʃəs,0.429
schur,arpa,ʃu,SH UW,ʃə,0.400
schur,arteme,ʃu,SH UW,ʃə,0.400
schur,ipa,ʃu,SH UW,ʃə,0.400
schurr,arpa,ʃɚ,SH,ʃəɹ,0.167
schurr,ipa,ʃɚ,SH,ʃəɹ,0.333
schuurr,arpa,ʃʊɹ,SH UH R,ʃəɹ,0.429
schuurr,arteme,ʃʊɹ,SH UH R,ʃəɹ,0.429
schuurr,ipa,ʃʊɹ,SH UH R,ʃəɹ,0.429
scioux,arpa,ʃu,SH UW,ʃə,0.333
scioux,arteme,ʃu,SH UW,ʃə,0.333
scioux,ipa,ʃu,SH UW,ʃə,0.333
searchlight's,ipa,sɝtʃlaɪts,S ER CH L AY T S,səɹʃləəs,0.462
seaux,arpa,soʊ,S OW,səə,0.400
seaux,ipa,soʊ,S OW,səə,0.400
seigh,arpa,si,S IY,sə,0.400
seigh,arteme,si,S IY,sə,0.400
seigh,ipa,si,S IY,sə,0.400
sej,arpa,s,S,s,0.333
sej,arteme,s,S,s,0.333
sej,ipa,s,S,s,0.333
seoux,arpa,soʊ,S OW,səə,0.400
seoux,ipa,soʊ,S OW,səə,0.400
sha't,arpa,ʃt,SH T,ʃt,0.400
sha't,arteme,ʃt,SH T,ʃt,0.400
sha't,ipa,ʃt,SH T,ʃt,0.400
shadd's,arteme,ʃædz,SH AE D Z,ʃəs,0.429
shadd's,ipa,ʃædz,SH AE D Z,ʃəs,0.429
shade's,ipa,ʃeɪdz,SH EY D Z,ʃəəs,0.429
shaoi,arpa,ʃeɪ,SH EY,ʃəə,0.400
shaoi,ipa,ʃeɪ,SH EY,ʃəə,0.400
shaugh,arpa,ʃɔ,SH AO,ʃə,0.333
shaugh,arteme,ʃɔ,SH AO,ʃə,0.333
shaugh,ipa,ʃɔ,SH AO,ʃə,0.333
shaughy,arpa,ʃɔi,SH AO IY,ʃəə,0.429
shaughy,arteme,ʃɔi,SH AO IY,ʃəə,0.429
shaughy,ipa,ʃɔi,SH AO IY,ʃəə,0.429
shausse,arpa,ʃɔs,SH AO S,ʃəs,0.429
shausse,arteme,ʃɔs,SH AO S,ʃəs,0.429
shausse,ipa,ʃɔs,SH AO S,ʃəs,0.429
shawe,arpa,ʃɔ,SH AO,ʃə,0.400
shawe,arteme,ʃɔ,SH AO,ʃə,0.400
shawe,ipa,ʃɔ,SH AO,ʃə,0.400
she'l,arpa,ʃi,SH IY,ʃə,0.400
she'l,arteme,ʃi,SH IY,ʃə,0.400
she'l,ipa,ʃi,SH IY,ʃə,0.400
sheaffe,arpa,ʃif,SH IY F,ʃəf,0.429
sheaffe,arteme,ʃif,SH IY F,ʃəf,0.429
sheaffe,ipa,ʃif,SH IY F,ʃəf,0.429
sheathe,arpa,ʃid,SH IY D,ʃəf,0.429
sheathe,arpa,ʃiv,SH IY DH,ʃət,0.429
sheathe,arpa,ʃið,SH IY V,ʃəθ,0.429
sheathe,arteme,ʃid,SH IY D,ʃəf,0.429
sheathe,arteme,ʃiv,SH IY DH,ʃət,0.429
sheathe,arteme,ʃið,SH IY V,ʃəθ,0.429
sheathe,ipa,ʃid,SH IY D,ʃəf,0.429
sheathe,ipa,ʃiv,SH IY DH,ʃət,0.429
sheathe,ipa,ʃið,SH IY V,ʃəθ,0.429
sheeh,arpa,ʃi,SH IY,ʃə,0.400
sheeh,arteme,ʃi,SH IY,ʃə,0.400
sheeh,ipa,ʃi,SH IY,ʃə,0.400
sheehee,arpa,ʃih,SH IY HH,ʃəh,0.429
sheehee,arteme,ʃih,SH IY HH,ʃəh,0.429
sheehee,ipa,ʃih,SH IY HH,ʃəh,0.429
sheertz,arpa,ʃɚts,SH T S,ʃəɹs,0.429
sheertz,ipa,ʃɚts,SH T S,ʃəɹs,0.429
sheogue,arpa,ʃɔg,SH AO G,ʃək,0.429
sheogue,arteme,ʃɔg,SH AO G,ʃək,0.429
sheogue,ipa,ʃɔg,SH AO G,ʃək,0.429
shepheard's,ipa,ʃɛpɝdz,SH EH P ER D Z,ʃəpəɹs,0.455
sher'ff,arpa,ʃɝf,SH ER F,ʃəɹf,0.429
sher'ff,ipa,ʃɝf,SH ER F,ʃəɹf,0.429
sherborough,arpa,ʃɚbɚoʊ,SH B OW,ʃəɹpəɹəə,0.273
sherborough,ipa,ʃɚbɚoʊ,SH B OW,ʃəɹpəɹəə,0.455
sherlaugh,arpa,ʃɚlɔ,SH L AO,ʃəɹlə,0.333
sherlaugh,ipa,ʃɚlɔ,SH L AO,ʃəɹlə,0.444
shewe,arpa,ʃu,SH UW,ʃə,0.400
shewe,arteme,ʃu,SH UW,ʃə,0.400
shewe,ipa,ʃu,SH UW,ʃə,0.400
shh,arpa,ʃ,SH,ʃ,0.333
shh,arteme,ʃ,SH,ʃ,0.333
shh,ipa,ʃ,SH,ʃ,0.333
shirt's,ipa,ʃɝts,SH ER T S,ʃəɹs,0.429
shirthe,arpa,ʃɚθ,SH TH,ʃəɹθ,0.286
shirthe,ipa,ʃɚθ,SH TH,ʃəɹθ,0.429
shonghe,arpa,ʃɑŋ,SH AA NG,ʃən,0.429
shonghe,arteme,ʃɑŋ,SH AA NG,ʃən,0.429
shonghe,ipa,ʃɑŋ,SH AA NG,ʃən,0.429
showesque,arpa,ʃoʊsk,SH OW S K,ʃəəsk,0.444
showesque,ipa,ʃoʊsk,SH OW S K,ʃəəsk,0.444
shurruf,arpa,ʃɝf,SH ER F,ʃəɹf,0.429
shurruf,ipa,ʃɝf,SH ER F,ʃəɹf,0.429
shute's,arteme,ʃuts,SH UW T S,ʃəs,0.429
shute's,ipa,ʃuts,SH UW T S,ʃəs,0.429
shw,arpa,ʃ,SH,ʃ,0.333
shw,arteme,ʃ,SH,ʃ,0.333
shw,ipa,ʃ,SH,ʃ,0.333
siegh,arpa,si,S IY,sə,0.400
siegh,arteme,si,S IY,sə,0.400
siegh,ipa,si,S IY,sə,0.400
sigheth,arpa,saɪθ,S AY TH,səəθ,0.429
sigheth,ipa,saɪθ,S AY TH,səəθ,0.429
sight's,ipa,saɪts,S AY T S,səəs,0.429
sioux,arpa,su,S UW,sə,0.400
sioux,arteme,su,S UW,sə,0.400
sioux,ipa,su,S UW,sə,0.400
siouxie,arpa,ʃui,SH UW IY,ʃəə,0.429
siouxie,arteme,ʃui,SH UW IY,ʃəə,0.429
siouxie,ipa,ʃui,SH UW IY,ʃəə,0.429
soaaaaaaa,arpa,soʊoʊoʊ,S OW OW OW,səəəəəə,0.444
soaaaaaaa,ipa,soʊoʊoʊ,S OW OW OW,səəəəəə,0.444
ssshhh,arpa,sʃ,S SH,sʃ,0.333
ssshhh,arteme,sʃ,S SH,sʃ,0.333
ssshhh,ipa,sʃ,S SH,sʃ,0.333
suawe,arpa,ʃoʊ,SH OW,ʃəə,0.400
suawe,ipa,ʃoʊ,SH OW,ʃəə,0.400
suite's,arteme,suts,S UW T S,səs,0.429
suite's,ipa,suts,S UW T S,səs,0.429
surreur,arpa,sɚɚ,S,səɹəɹ,0.143
surreur,ipa,sɚɚ,S,səɹəɹ,0.429
t'ought,arpa,tɔt,T AO T,tət,0.429
t'ought,arteme,tɔt,T AO T,tət,0.429
t'ought,ipa,tɔt,T AO T,tət,0.429
t'rough,arpa,tɹaʊ,T R AW,tɹəə,0.429
t'rough,ipa,tɹaʊ,T R AW,tɹəə,0.429
taoisih,arpa,teɪʃ,T EY SH,təəʃ,0.429
taoisih,ipa,teɪʃ,T EY SH,təəʃ,0.429
taugh,arpa,tɔ,T AO,tə,0.400
taugh,arteme,tɔ,T AO,tə,0.400
taugh,ipa,tɔ,T AO,tə,0.400
taughin,arpa,tɔɪn,T OY N,təən,0.429
taughin,ipa,tɔɪn,T OY N,təən,0.429
tch,arpa,tʃ,CH,ʃ,0.333
tch,arteme,tʃ,CH,ʃ,0.333
tch,ipa,tʃ,CH,ʃ,0.333
tchad,arpa,tʃd,CH D,ʃt,0.400
tchad,arteme,tʃd,CH D,ʃt,0.400
tchad,ipa,tʃd,CH D,ʃt,0.400
tchah,arpa,tʃ,CH,ʃ,0.200
tchah,arteme,tʃ,CH,ʃ,0.200
tchah,ipa,tʃ,CH,ʃ,0.200
tchai,arpa,tʃaɪ,CH AY,ʃəə,0.400
tchai,ipa,tʃaɪ,CH AY,ʃəə,0.400
tcharanguii,arpa,tʃɝæŋi,CH ER AE NG IY,ʃəɹənə,0.455
tcharanguii,ipa,tʃɝæŋi,CH ER AE NG IY,ʃəɹənə,0.455
tchaw,arpa,tʃɔ,CH AO,ʃə,0.400
tchaw,arteme,tʃɔ,CH AO,ʃə,0.400
tchaw,ipa,tʃɔ,CH AO,ʃə,0.400
tchee,arpa,tʃi,CH IY,ʃə,0.400
tchee,arteme,tʃi,CH IY,ʃə,0.400
tchee,ipa,tʃi,CH IY,ʃə,0.400
tchou,arpa,tʃu,CH UW,ʃə,0.400
tchou,arteme,tʃu,CH UW,ʃə,0.400
tchou,ipa,tʃu,CH UW,ʃə,0.400
terreur,arpa,tɝɝ,T ER ER,təɹəɹ,0.429
terreur,ipa,tɝɝ,T ER ER,təɹəɹ,0.429
tes,arteme,ts,T S,s,0.333
tes,ipa,ts,T S,s,0.333
th'ee,arpa,ti,T IY,tə,0.400
th'ee,arteme,ti,T IY,tə,0.400
th'ee,ipa,ti,T IY,tə,0.400
th'oo,arpa,tu,T UW,tə,0.400
th'oo,arteme,tu,T UW,tə,0.400
th'oo,ipa,tu,T UW,tə,0.400
th'ough,arpa,toʊ,T OW,təə,0.286
th'ough,arteme,toʊ,T OW,təə,0.429
th'ough,ipa,toʊ,T OW,təə,0.286
th'ow,arpa,toʊ,T OW,təə,0.400
th'ow,ipa,toʊ,T OW,təə,0.400
th'owed,arpa,toʊd,T OW D,təət,0.429
th'owed,ipa,toʊd,T OW D,təət,0.429
thaih,arpa,taɪ,T AY,təə,0.400
thaih,ipa,taɪ,T AY,təə,0.400
the'e,arpa,θi,TH IY,θə,0.400
the'e,arteme,θi,TH IY,θə,0.400
the'e,ipa,θi,TH IY,θə,0.400
the'e's,arpa,θiz,TH IY Z,θəs,0.429
the'e's,arteme,θiz,TH IY Z,θəs,0.429
the'e's,ipa,θiz,TH IY Z,θəs,0.429
theae,arpa,θi,TH IY,θə,0.400
theae,arteme,θi,TH IY,θə,0.400
theae,ipa,θi,TH IY,θə,0.400
theaw,arpa,θi,TH IY,θə,0.400
theaw,arteme,θi,TH IY,θə,0.400
theaw,ipa,θi,TH IY,θə,0.400
thee',arpa,θi,TH IY,θə,0.400
thee',arteme,θi,TH IY,θə,0.400
thee',ipa,θi,TH IY,θə,0.400
theor,arpa,θɚ,TH,θəɹ,0.200
theor,ipa,θɚ,TH,θəɹ,0.400
ther'll,arpa,θɝl,TH ER L,θəɹl,0.429
ther'll,ipa,θɝl,TH ER L,θəɹl,0.429
theraugh,arpa,θɚɔ,TH AO,θəɹə,0.250
theraugh,ipa,θɚɔ,TH AO,θəɹə,0.375
they'ld,arpa,ðeɪd,DH EY D,θəət,0.429
they'ld,ipa,ðeɪd,DH EY D,θəət,0.429
they'll,arpa,deɪl,D EH L,fəl,0.429
they'll,arpa,dɛl,D EY L,fəəl,0.429
they'll,arpa,veɪl,DH EH L,təl,0.429
they'll,arpa,vɛl,DH EY L,təəl,0.429
they'll,arpa,ðeɪl,V EH L,θəl,0.429
they'll,arpa,ðɛl,V EY L,θəəl,0.429
they'll,arteme,deɪl,D EH L,fəl,0.429
they'll,arteme,veɪl,DH EH L,təl,0.429
they'll,arteme,ðeɪl,V EH L,θəl,0.429
they'll,ipa,deɪl,D EH L,fəl,0.429
they'll,ipa,dɛl,D EY L,fəəl,0.429
they'll,ipa,veɪl,DH EH L,təl,0.429
they'll,ipa,vɛl,DH EY L,təəl,0.429
they'll,ipa,ðeɪl,V EH L,θəl,0.429
they'll,ipa,ðɛl,V EY L,θəəl,0.429
they'se,arpa,ðeɪs,DH EY S,θəəs,0.429
they'se,ipa,ðeɪs,DH EY S,θəəs,0.429
they've,arpa,deɪv,D EY V,fəəf,0.429
they've,arpa,veɪv,DH EY V,təəf,0.429
they've,arpa,ðeɪv,V EY V,θəəf,0.429
they've,ipa,deɪv,D EY V,fəəf,0.429
they've,ipa,veɪv,DH EY V,təəf,0.429
they've,ipa,ðeɪv,V EY V,θəəf,0.429
thiebault,arpa,θiboʊ,TH IY B OW,θəpəə,0.444
thiebault,ipa,θiboʊ,TH IY B OW,θəpəə,0.444
thierre,arpa,θɪɹ,TH IH R,θəɹ,0.429
thierre,arteme,θɪɹ,TH IH R,θəɹ,0.429
thierre,ipa,θɪɹ,TH IH R,θəɹ,0.429
thighed,arpa,θaɪt,TH AY T,θəət,0.429
thighed,ipa,θaɪt,TH AY T,θəət,0.429
thirche,arpa,θɚtʃ,TH CH,θəɹʃ,0.286
thirche,ipa,θɚtʃ,TH CH,θəɹʃ,0.429
third's,ipa,θɝdz,TH ER D Z,θəɹs,0.429
thirsch,arpa,θɚʃ,TH SH,θəɹʃ,0.286
thirsch,ipa,θɚʃ,TH SH,θəɹʃ,0.429
thoreau's,arpa,θɝoʊz,TH ER OW Z,θəɹəəs,0.444
thoreau's,ipa,θɝoʊz,TH ER OW Z,θəɹəəs,0.444
thoroughg,arpa,θɔɹoʊ,TH AO R OW,θəɹəə,0.444
thoroughg,ipa,θɔɹoʊ,TH AO R OW,θəɹəə,0.444
thou',arpa,θaʊ,TH AW,θəə,0.400
thou',ipa,θaʊ,TH AW,θəə,0.400
thou'll,arpa,θul,TH UW L,θəl,0.429
thou'll,arteme,θul,TH UW L,θəl,0.429
thou'll,ipa,θul,TH UW L,θəl,0.429
thought's,arpa,θɔts,TH AO T S,θəs,0.444
thought's,arteme,θɔts,TH AO T S,θəs,0.333
thought's,ipa,θɔts,TH AO T S,θəs,0.333
thought'st,arteme,θɔtst,TH AO T S T,θəst,0.400
thought'st,ipa,θɔtst,TH AO T S T,θəst,0.400
thoughtbaugh,arpa,θɔtbɔ,TH AO T B AO,θətpə,0.417
thoughtbaugh,arteme,θɔtbɔ,TH AO T B AO,θətpə,0.417
thoughtbaugh,ipa,θɔtbɔ,TH AO T B AO,θətpə,0.417
thoux,arpa,θu,TH UW,θə,0.400
thoux,arteme,θu,TH UW,θə,0.400
thoux,ipa,θu,TH UW,θə,0.400
thowell,arpa,θaʊl,TH AW L,θəəl,0.429
thowell,ipa,θaʊl,TH AW L,θəəl,0.429
thure's,arpa,θɝz,TH ER Z,θəɹs,0.429
thure's,ipa,θɝz,TH ER Z,θəɹs,0.429
thwaite's,ipa,θweɪts,TH W EY T S,θəəəs,0.444
tih,arpa,ʃ,SH,ʃ,0.333
tih,arteme,ʃ,SH,ʃ,0.333
tih,ipa,ʃ,SH,ʃ,0.333
tourraine,arpa,tɝeɪn,T ER EY N,təɹəən,0.444
tourraine,ipa,tɝeɪn,T ER EY N,təɹəən,0.444
towee,arpa,taʊ,T AW,təə,0.400
towee,ipa,taʊ,T AW,təə,0.400
ts'ao,arpa,saʊ,S AW,səə,0.400
ts'ao,ipa,saʊ,S AW,səə,0.400
tscheu,arpa,tʃu,CH UW,ʃə,0.333
tscheu,arteme,tʃu,CH UW,ʃə,0.333
tscheu,ipa,tʃu,CH UW,ʃə,0.333
tsh,arpa,ʃ,SH,ʃ,0.333
tsh,arteme,ʃ,SH,ʃ,0.333
tsh,ipa,ʃ,SH,ʃ,0.333
tsz,arpa,ʃ,SH,ʃ,0.333
tsz,arteme,ʃ,SH,ʃ,0.333
tsz,ipa,ʃ,SH,ʃ,0.333
tts,arteme,ts,T S,s,0.333
tts,ipa,ts,T S,s,0.333
tyigh,arpa,taɪ,T AY,təə,0.400
